id,date,store_nbr,item_nbr,city,type_store,cluster,family,perishable,type_holiday,locale,transferred,unit_sales
7110,1/2/13,7,105574,Quito,D,8,GROCERY I,0.0,,,,19.0
7111,1/2/13,7,105575,Quito,D,8,GROCERY I,0.0,,,,24.0
7112,1/2/13,7,105577,Quito,D,8,GROCERY I,0.0,,,,4.0
7113,1/2/13,7,105693,Quito,D,8,GROCERY I,0.0,,,,2.0
7114,1/2/13,7,105737,Quito,D,8,GROCERY I,0.0,,,,12.0
7115,1/2/13,7,105857,Quito,D,8,GROCERY I,0.0,,,,3.0
7116,1/2/13,7,106716,Quito,D,8,GROCERY I,0.0,,,,9.0
7117,1/2/13,7,108696,Quito,D,8,DELI,1.0,,,,1.0
7118,1/2/13,7,108698,Quito,D,8,DELI,1.0,,,,4.0
8186,1/2/13,8,103520,Quito,D,8,GROCERY I,0.0,,,,12.0
8187,1/2/13,8,103665,Quito,D,8,GROCERY I,0.0,,,,6.0
8187,1/2/13,8,103665,Quito,D,8,BREAD/BAKERY,1.0,,,,6.0
8188,1/2/13,8,105574,Quito,D,8,GROCERY I,0.0,,,,17.0
8189,1/2/13,8,105575,Quito,D,8,GROCERY I,0.0,,,,14.0
8190,1/2/13,8,105577,Quito,D,8,GROCERY I,0.0,,,,8.0
8191,1/2/13,8,105693,Quito,D,8,GROCERY I,0.0,,,,2.0
8192,1/2/13,8,105737,Quito,D,8,GROCERY I,0.0,,,,5.0
8193,1/2/13,8,105857,Quito,D,8,GROCERY I,0.0,,,,22.0
8194,1/2/13,8,106716,Quito,D,8,GROCERY I,0.0,,,,7.0
8195,1/2/13,8,108696,Quito,D,8,DELI,1.0,,,,10.0
8196,1/2/13,8,108698,Quito,D,8,DELI,1.0,,,,10.0
8197,1/2/13,8,108701,Quito,D,8,DELI,1.0,,,,4.0
9389,1/2/13,9,103501,Quito,B,6,CLEANING,0.0,,,,19.0
9390,1/2/13,9,103520,Quito,B,6,GROCERY I,0.0,,,,3.0
9391,1/2/13,9,103665,Quito,B,6,BREAD/BAKERY,1.0,,,,12.0
9391,1/2/13,9,103665,Quito,B,6,GROCERY I,0.0,,,,12.0
9392,1/2/13,9,105576,Quito,B,6,GROCERY I,0.0,,,,43.0
9393,1/2/13,9,105857,Quito,B,6,GROCERY I,0.0,,,,10.0
9394,1/2/13,9,106716,Quito,B,6,GROCERY I,0.0,,,,10.0
9395,1/2/13,9,108696,Quito,B,6,DELI,1.0,,,,11.0
9396,1/2/13,9,108698,Quito,B,6,DELI,1.0,,,,5.0
9397,1/2/13,9,108701,Quito,B,6,DELI,1.0,,,,13.0
10410,1/2/13,10,103501,Quito,C,15,CLEANING,0.0,,,,8.0
10411,1/2/13,10,105576,Quito,C,15,GROCERY I,0.0,,,,7.0
10412,1/2/13,10,106716,Quito,C,15,GROCERY I,0.0,,,,23.0
10413,1/2/13,10,108079,Quito,C,15,GROCERY I,0.0,,,,3.0
10414,1/2/13,10,108696,Quito,C,15,DELI,1.0,,,,4.0
10415,1/2/13,10,108701,Quito,C,15,DELI,1.0,,,,6.0
11087,1/2/13,11,103501,Cayambe,B,6,CLEANING,0.0,,,,13.0
11088,1/2/13,11,103665,Cayambe,B,6,GROCERY I,0.0,,,,3.0
11088,1/2/13,11,103665,Cayambe,B,6,BREAD/BAKERY,1.0,,,,3.0
11089,1/2/13,11,105576,Cayambe,B,6,GROCERY I,0.0,,,,30.0
11090,1/2/13,11,105693,Cayambe,B,6,GROCERY I,0.0,,,,10.0
11091,1/2/13,11,105857,Cayambe,B,6,GROCERY I,0.0,,,,3.0
11092,1/2/13,11,106716,Cayambe,B,6,GROCERY I,0.0,,,,12.0
11093,1/2/13,11,108079,Cayambe,B,6,GROCERY I,0.0,,,,2.0
11094,1/2/13,11,108696,Cayambe,B,6,DELI,1.0,,,,9.0
11095,1/2/13,11,108698,Cayambe,B,6,DELI,1.0,,,,9.0
11096,1/2/13,11,108701,Cayambe,B,6,DELI,1.0,,,,10.0
12049,1/2/13,12,103501,Latacunga,C,15,CLEANING,0.0,,,,7.0
12050,1/2/13,12,105576,Latacunga,C,15,GROCERY I,0.0,,,,30.0
12051,1/2/13,12,105857,Latacunga,C,15,GROCERY I,0.0,,,,6.0
12052,1/2/13,12,106716,Latacunga,C,15,GROCERY I,0.0,,,,21.0
12053,1/2/13,12,108079,Latacunga,C,15,GROCERY I,0.0,,,,2.0
12054,1/2/13,12,108696,Latacunga,C,15,DELI,1.0,,,,12.0
12055,1/2/13,12,108701,Latacunga,C,15,DELI,1.0,,,,2.0
12764,1/2/13,13,103501,Latacunga,C,15,CLEANING,0.0,,,,13.0
12765,1/2/13,13,105576,Latacunga,C,15,GROCERY I,0.0,,,,23.0
12766,1/2/13,13,106716,Latacunga,C,15,GROCERY I,0.0,,,,11.0
12767,1/2/13,13,108079,Latacunga,C,15,GROCERY I,0.0,,,,1.0
12768,1/2/13,13,108701,Latacunga,C,15,DELI,1.0,,,,4.0
13413,1/2/13,14,103501,Riobamba,C,7,CLEANING,0.0,,,,4.0
13414,1/2/13,14,105576,Riobamba,C,7,GROCERY I,0.0,,,,12.0
13415,1/2/13,14,105857,Riobamba,C,7,GROCERY I,0.0,,,,3.0
13416,1/2/13,14,106716,Riobamba,C,7,GROCERY I,0.0,,,,18.0
13417,1/2/13,14,108079,Riobamba,C,7,GROCERY I,0.0,,,,2.0
13418,1/2/13,14,108701,Riobamba,C,7,DELI,1.0,,,,1.0
14097,1/2/13,15,103501,Ibarra,C,15,CLEANING,0.0,,,,9.0
14098,1/2/13,15,105576,Ibarra,C,15,GROCERY I,0.0,,,,12.0
14099,1/2/13,15,106716,Ibarra,C,15,GROCERY I,0.0,,,,5.0
14100,1/2/13,15,108079,Ibarra,C,15,GROCERY I,0.0,,,,3.0
14101,1/2/13,15,108696,Ibarra,C,15,DELI,1.0,,,,2.0
14102,1/2/13,15,108701,Ibarra,C,15,DELI,1.0,,,,3.0
14812,1/2/13,16,103501,Santo Domingo,C,3,CLEANING,0.0,,,,13.0
14813,1/2/13,16,105576,Santo Domingo,C,3,GROCERY I,0.0,,,,5.0
14814,1/2/13,16,105693,Santo Domingo,C,3,GROCERY I,0.0,,,,13.0
14815,1/2/13,16,105857,Santo Domingo,C,3,GROCERY I,0.0,,,,6.0
14816,1/2/13,16,106716,Santo Domingo,C,3,GROCERY I,0.0,,,,5.0
14817,1/2/13,16,108696,Santo Domingo,C,3,DELI,1.0,,,,3.0
14818,1/2/13,16,108701,Santo Domingo,C,3,DELI,1.0,,,,11.0
15531,1/2/13,17,103501,Quito,C,12,CLEANING,0.0,,,,14.0
15532,1/2/13,17,105576,Quito,C,12,GROCERY I,0.0,,,,27.0
15533,1/2/13,17,105857,Quito,C,12,GROCERY I,0.0,,,,18.0
15534,1/2/13,17,106716,Quito,C,12,GROCERY I,0.0,,,,6.0
15535,1/2/13,17,108696,Quito,C,12,DELI,1.0,,,,3.0
15536,1/2/13,17,108701,Quito,C,12,DELI,1.0,,,,3.0
16280,1/2/13,18,103501,Quito,B,16,CLEANING,0.0,,,,4.0
16281,1/2/13,18,103665,Quito,B,16,BREAD/BAKERY,1.0,,,,3.0
16281,1/2/13,18,103665,Quito,B,16,GROCERY I,0.0,,,,3.0
16282,1/2/13,18,105576,Quito,B,16,GROCERY I,0.0,,,,32.0
16283,1/2/13,18,105693,Quito,B,16,GROCERY I,0.0,,,,5.0
16284,1/2/13,18,105857,Quito,B,16,GROCERY I,0.0,,,,14.0
16285,1/2/13,18,106716,Quito,B,16,GROCERY I,0.0,,,,4.0
16286,1/2/13,18,108696,Quito,B,16,DELI,1.0,,,,7.0
16287,1/2/13,18,108698,Quito,B,16,DELI,1.0,,,,7.0
16288,1/2/13,18,108701,Quito,B,16,DELI,1.0,,,,3.0
17215,1/2/13,19,103501,Guaranda,C,15,CLEANING,0.0,,,,6.0
17216,1/2/13,19,105576,Guaranda,C,15,GROCERY I,0.0,,,,11.0
17217,1/2/13,19,106716,Guaranda,C,15,GROCERY I,0.0,,,,22.0
17218,1/2/13,19,108079,Guaranda,C,15,GROCERY I,0.0,,,,1.0
17219,1/2/13,19,108696,Guaranda,C,15,DELI,1.0,,,,5.0
17220,1/2/13,19,108701,Guaranda,C,15,DELI,1.0,,,,4.0
17871,1/2/13,23,103665,Ambato,D,9,GROCERY I,0.0,,,,3.0
17871,1/2/13,23,103665,Ambato,D,9,BREAD/BAKERY,1.0,,,,3.0
17872,1/2/13,23,105574,Ambato,D,9,GROCERY I,0.0,,,,12.0
17873,1/2/13,23,105575,Ambato,D,9,GROCERY I,0.0,,,,14.0
17874,1/2/13,23,105577,Ambato,D,9,GROCERY I,0.0,,,,5.0
17875,1/2/13,23,105693,Ambato,D,9,GROCERY I,0.0,,,,1.0
17876,1/2/13,23,106716,Ambato,D,9,GROCERY I,0.0,,,,4.0
17877,1/2/13,23,108698,Ambato,D,9,DELI,1.0,,,,3.0
18789,1/2/13,24,103665,Guayaquil,D,1,BREAD/BAKERY,1.0,,,,6.0
18789,1/2/13,24,103665,Guayaquil,D,1,GROCERY I,0.0,,,,6.0
18790,1/2/13,24,105574,Guayaquil,D,1,GROCERY I,0.0,,,,12.0
18791,1/2/13,24,105575,Guayaquil,D,1,GROCERY I,0.0,,,,2.0
18792,1/2/13,24,105577,Guayaquil,D,1,GROCERY I,0.0,,,,1.0
18793,1/2/13,24,105693,Guayaquil,D,1,GROCERY I,0.0,,,,7.0
18794,1/2/13,24,105737,Guayaquil,D,1,GROCERY I,0.0,,,,17.0
18795,1/2/13,24,105857,Guayaquil,D,1,GROCERY I,0.0,,,,1.0
18796,1/2/13,24,106716,Guayaquil,D,1,GROCERY I,0.0,,,,3.0
18797,1/2/13,24,108696,Guayaquil,D,1,DELI,1.0,,,,2.0
18798,1/2/13,24,108698,Guayaquil,D,1,DELI,1.0,,,,3.0
19811,1/2/13,25,103665,Salinas,D,1,GROCERY I,0.0,,,,5.0
19811,1/2/13,25,103665,Salinas,D,1,BREAD/BAKERY,1.0,,,,5.0
19812,1/2/13,25,105574,Salinas,D,1,GROCERY I,0.0,,,,5.0
19813,1/2/13,25,105575,Salinas,D,1,GROCERY I,0.0,,,,5.0
19814,1/2/13,25,105577,Salinas,D,1,GROCERY I,0.0,,,,3.0
19815,1/2/13,25,105693,Salinas,D,1,GROCERY I,0.0,,,,1.0
19816,1/2/13,25,105737,Salinas,D,1,GROCERY I,0.0,,,,8.0
19817,1/2/13,25,105857,Salinas,D,1,GROCERY I,0.0,,,,4.0
19818,1/2/13,25,106716,Salinas,D,1,GROCERY I,0.0,,,,1.0
19819,1/2/13,25,108079,Salinas,D,1,GROCERY I,0.0,,,,1.0
19820,1/2/13,25,108701,Salinas,D,1,DELI,1.0,,,,1.0
20625,1/2/13,26,103665,Guayaquil,D,10,GROCERY I,0.0,,,,1.0
20625,1/2/13,26,103665,Guayaquil,D,10,BREAD/BAKERY,1.0,,,,1.0
20626,1/2/13,26,105574,Guayaquil,D,10,GROCERY I,0.0,,,,10.0
20627,1/2/13,26,105575,Guayaquil,D,10,GROCERY I,0.0,,,,23.0
20628,1/2/13,26,105577,Guayaquil,D,10,GROCERY I,0.0,,,,1.0
20629,1/2/13,26,105693,Guayaquil,D,10,GROCERY I,0.0,,,,12.0
20630,1/2/13,26,105737,Guayaquil,D,10,GROCERY I,0.0,,,,3.0
20631,1/2/13,26,105857,Guayaquil,D,10,GROCERY I,0.0,,,,1.0
20632,1/2/13,26,106716,Guayaquil,D,10,GROCERY I,0.0,,,,4.0
20633,1/2/13,26,108701,Guayaquil,D,10,DELI,1.0,,,,2.0
21400,1/2/13,27,103665,Daule,D,1,GROCERY I,0.0,,,,7.0
21400,1/2/13,27,103665,Daule,D,1,BREAD/BAKERY,1.0,,,,7.0
21401,1/2/13,27,105574,Daule,D,1,GROCERY I,0.0,,,,3.0
21402,1/2/13,27,105577,Daule,D,1,GROCERY I,0.0,,,,2.0
21403,1/2/13,27,105693,Daule,D,1,GROCERY I,0.0,,,,8.0
21404,1/2/13,27,105737,Daule,D,1,GROCERY I,0.0,,,,13.0
22333,1/2/13,28,103501,Guayaquil,E,10,CLEANING,0.0,,,,12.0
22334,1/2/13,28,103665,Guayaquil,E,10,GROCERY I,0.0,,,,3.0
22334,1/2/13,28,103665,Guayaquil,E,10,BREAD/BAKERY,1.0,,,,3.0
22335,1/2/13,28,105576,Guayaquil,E,10,GROCERY I,0.0,,,,5.0
22336,1/2/13,28,105693,Guayaquil,E,10,GROCERY I,0.0,,,,6.0
22337,1/2/13,28,105857,Guayaquil,E,10,GROCERY I,0.0,,,,4.0
22338,1/2/13,28,106716,Guayaquil,E,10,GROCERY I,0.0,,,,4.0
22339,1/2/13,28,108698,Guayaquil,E,10,DELI,1.0,,,,1.0
23150,1/2/13,30,103501,Guayaquil,C,3,CLEANING,0.0,,,,3.0
23151,1/2/13,30,103520,Guayaquil,C,3,GROCERY I,0.0,,,,4.0
23152,1/2/13,30,105576,Guayaquil,C,3,GROCERY I,0.0,,,,4.0
23153,1/2/13,30,105693,Guayaquil,C,3,GROCERY I,0.0,,,,5.0
23154,1/2/13,30,105857,Guayaquil,C,3,GROCERY I,0.0,,,,4.0
23155,1/2/13,30,106716,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
23739,1/2/13,31,103501,Babahoyo,B,10,CLEANING,0.0,,,,8.0
23740,1/2/13,31,103520,Babahoyo,B,10,GROCERY I,0.0,,,,1.0
23741,1/2/13,31,103665,Babahoyo,B,10,GROCERY I,0.0,,,,3.0
23741,1/2/13,31,103665,Babahoyo,B,10,BREAD/BAKERY,1.0,,,,3.0
23742,1/2/13,31,105576,Babahoyo,B,10,GROCERY I,0.0,,,,12.0
23743,1/2/13,31,105693,Babahoyo,B,10,GROCERY I,0.0,,,,1.0
23744,1/2/13,31,106716,Babahoyo,B,10,GROCERY I,0.0,,,,4.0
23745,1/2/13,31,108698,Babahoyo,B,10,DELI,1.0,,,,2.0
24529,1/2/13,32,103501,Guayaquil,C,3,CLEANING,0.0,,,,1.0
24530,1/2/13,32,105576,Guayaquil,C,3,GROCERY I,0.0,,,,4.0
24531,1/2/13,32,105693,Guayaquil,C,3,GROCERY I,0.0,,,,1.0
24532,1/2/13,32,105857,Guayaquil,C,3,GROCERY I,0.0,,,,2.0
24533,1/2/13,32,106716,Guayaquil,C,3,GROCERY I,0.0,,,,3.0
25060,1/2/13,33,103501,Quevedo,C,3,CLEANING,0.0,,,,12.0
25061,1/2/13,33,103520,Quevedo,C,3,GROCERY I,0.0,,,,1.0
25062,1/2/13,33,105576,Quevedo,C,3,GROCERY I,0.0,,,,17.0
25063,1/2/13,33,105693,Quevedo,C,3,GROCERY I,0.0,,,,9.0
25064,1/2/13,33,106716,Quevedo,C,3,GROCERY I,0.0,,,,4.0
25065,1/2/13,33,108079,Quevedo,C,3,GROCERY I,0.0,,,,2.0
25066,1/2/13,33,108701,Quevedo,C,3,DELI,1.0,,,,3.0
25747,1/2/13,34,103501,Guayaquil,B,6,CLEANING,0.0,,,,5.0
25748,1/2/13,34,103520,Guayaquil,B,6,GROCERY I,0.0,,,,1.0
25749,1/2/13,34,103665,Guayaquil,B,6,GROCERY I,0.0,,,,2.0
25749,1/2/13,34,103665,Guayaquil,B,6,BREAD/BAKERY,1.0,,,,2.0
25750,1/2/13,34,105576,Guayaquil,B,6,GROCERY I,0.0,,,,4.0
25751,1/2/13,34,105693,Guayaquil,B,6,GROCERY I,0.0,,,,10.0
25752,1/2/13,34,106716,Guayaquil,B,6,GROCERY I,0.0,,,,5.0
25753,1/2/13,34,108079,Guayaquil,B,6,GROCERY I,0.0,,,,1.0
25754,1/2/13,34,108696,Guayaquil,B,6,DELI,1.0,,,,4.0
26568,1/2/13,35,103501,Playas,C,3,CLEANING,0.0,,,,2.0
26569,1/2/13,35,105693,Playas,C,3,GROCERY I,0.0,,,,4.0
26570,1/2/13,35,105857,Playas,C,3,GROCERY I,0.0,,,,2.0
26571,1/2/13,35,106716,Playas,C,3,GROCERY I,0.0,,,,4.0
26572,1/2/13,35,108079,Playas,C,3,GROCERY I,0.0,,,,1.0
27139,1/2/13,37,103665,Cuenca,D,2,GROCERY I,0.0,,,,5.0
27139,1/2/13,37,103665,Cuenca,D,2,BREAD/BAKERY,1.0,,,,5.0
27140,1/2/13,37,105574,Cuenca,D,2,GROCERY I,0.0,,,,16.0
27141,1/2/13,37,105575,Cuenca,D,2,GROCERY I,0.0,,,,39.0
27142,1/2/13,37,105577,Cuenca,D,2,GROCERY I,0.0,,,,6.0
27143,1/2/13,37,105693,Cuenca,D,2,GROCERY I,0.0,,,,7.0
27144,1/2/13,37,105737,Cuenca,D,2,GROCERY I,0.0,,,,22.0
27145,1/2/13,37,105857,Cuenca,D,2,GROCERY I,0.0,,,,7.0
27146,1/2/13,37,106716,Cuenca,D,2,GROCERY I,0.0,,,,5.0
27147,1/2/13,37,108698,Cuenca,D,2,DELI,1.0,,,,1.0
28203,1/2/13,38,103665,Loja,D,4,BREAD/BAKERY,1.0,,,,6.0
28203,1/2/13,38,103665,Loja,D,4,GROCERY I,0.0,,,,6.0
28204,1/2/13,38,105574,Loja,D,4,GROCERY I,0.0,,,,4.0
28205,1/2/13,38,105575,Loja,D,4,GROCERY I,0.0,,,,30.0
28206,1/2/13,38,105577,Loja,D,4,GROCERY I,0.0,,,,24.0
28207,1/2/13,38,105693,Loja,D,4,GROCERY I,0.0,,,,8.0
28208,1/2/13,38,105737,Loja,D,4,GROCERY I,0.0,,,,1.0
28209,1/2/13,38,105857,Loja,D,4,GROCERY I,0.0,,,,16.0
28210,1/2/13,38,108701,Loja,D,4,DELI,1.0,,,,6.0
29180,1/2/13,39,103501,Cuenca,B,6,CLEANING,0.0,,,,6.0
29181,1/2/13,39,103665,Cuenca,B,6,BREAD/BAKERY,1.0,,,,6.0
29181,1/2/13,39,103665,Cuenca,B,6,GROCERY I,0.0,,,,6.0
29182,1/2/13,39,105576,Cuenca,B,6,GROCERY I,0.0,,,,5.0
29183,1/2/13,39,105693,Cuenca,B,6,GROCERY I,0.0,,,,12.0
29184,1/2/13,39,105857,Cuenca,B,6,GROCERY I,0.0,,,,6.0
29185,1/2/13,39,106716,Cuenca,B,6,GROCERY I,0.0,,,,13.0
29186,1/2/13,39,108696,Cuenca,B,6,DELI,1.0,,,,1.0
29187,1/2/13,39,108698,Cuenca,B,6,DELI,1.0,,,,1.0
29188,1/2/13,39,108701,Cuenca,B,6,DELI,1.0,,,,1.0
30114,1/2/13,40,103501,Machala,C,3,CLEANING,0.0,,,,13.0
30115,1/2/13,40,105576,Machala,C,3,GROCERY I,0.0,,,,12.0
30116,1/2/13,40,105693,Machala,C,3,GROCERY I,0.0,,,,2.0
30117,1/2/13,40,105857,Machala,C,3,GROCERY I,0.0,,,,5.0
30118,1/2/13,40,106716,Machala,C,3,GROCERY I,0.0,,,,5.0
30119,1/2/13,40,108079,Machala,C,3,GROCERY I,0.0,,,,2.0
30120,1/2/13,40,108696,Machala,C,3,DELI,1.0,,,,4.0
30787,1/2/13,41,105574,Machala,D,4,GROCERY I,0.0,,,,2.0
30788,1/2/13,41,105575,Machala,D,4,GROCERY I,0.0,,,,9.0
30789,1/2/13,41,105577,Machala,D,4,GROCERY I,0.0,,,,18.0
30790,1/2/13,41,105693,Machala,D,4,GROCERY I,0.0,,,,4.0
30791,1/2/13,41,105737,Machala,D,4,GROCERY I,0.0,,,,1.0
30792,1/2/13,41,105857,Machala,D,4,GROCERY I,0.0,,,,3.0
30793,1/2/13,41,106716,Machala,D,4,GROCERY I,0.0,,,,2.0
30794,1/2/13,41,108079,Machala,D,4,GROCERY I,0.0,,,,1.0
30795,1/2/13,41,108701,Machala,D,4,DELI,1.0,,,,2.0
31680,1/2/13,43,103501,Esmeraldas,E,10,CLEANING,0.0,,,,3.0
31681,1/2/13,43,105576,Esmeraldas,E,10,GROCERY I,0.0,,,,3.0
31682,1/2/13,43,105693,Esmeraldas,E,10,GROCERY I,0.0,,,,10.0
31683,1/2/13,43,105857,Esmeraldas,E,10,GROCERY I,0.0,,,,4.0
31684,1/2/13,43,106716,Esmeraldas,E,10,GROCERY I,0.0,,,,10.0
31685,1/2/13,43,108079,Esmeraldas,E,10,GROCERY I,0.0,,,,1.0
32292,1/2/13,44,103520,Quito,A,5,GROCERY I,0.0,,,,12.0
32293,1/2/13,44,103665,Quito,A,5,GROCERY I,0.0,,,,20.0
32293,1/2/13,44,103665,Quito,A,5,BREAD/BAKERY,1.0,,,,20.0
32294,1/2/13,44,105574,Quito,A,5,GROCERY I,0.0,,,,51.0
32295,1/2/13,44,105575,Quito,A,5,GROCERY I,0.0,,,,74.0
32296,1/2/13,44,105577,Quito,A,5,GROCERY I,0.0,,,,23.0
32297,1/2/13,44,105693,Quito,A,5,GROCERY I,0.0,,,,4.0
32298,1/2/13,44,105737,Quito,A,5,GROCERY I,0.0,,,,45.0
32299,1/2/13,44,105857,Quito,A,5,GROCERY I,0.0,,,,57.0
32300,1/2/13,44,106716,Quito,A,5,GROCERY I,0.0,,,,7.0
32301,1/2/13,44,108079,Quito,A,5,GROCERY I,0.0,,,,5.0
32302,1/2/13,44,108696,Quito,A,5,DELI,1.0,,,,6.0
32303,1/2/13,44,108698,Quito,A,5,DELI,1.0,,,,5.0
33546,1/2/13,45,103520,Quito,A,11,GROCERY I,0.0,,,,3.0
33547,1/2/13,45,103665,Quito,A,11,GROCERY I,0.0,,,,8.0
