id,date,store_nbr,item_nbr,unit_sales,onpromotion
674451,1/18/13,44,96995,1,
680430,1/18/13,49,96995,1,
718570,1/19/13,45,96995,1,
723540,1/19/13,49,96995,1,
725923,1/19/13,51,96995,1,
729479,1/20/13,3,96995,1,
754402,1/20/13,37,96995,1,
768303,1/20/13,51,96995,1,
770056,1/21/13,1,96995,1,
770992,1/21/13,2,96995,1,
777341,1/21/13,8,96995,1,
814200,1/22/13,5,96995,1,
817290,1/22/13,8,96995,1,
840077,1/22/13,44,96995,1,
845818,1/22/13,49,96995,1,
846854,1/22/13,50,96995,1,
847929,1/22/13,51,96995,1,
850532,1/23/13,2,96995,1,
852725,1/23/13,4,96995,1,
889902,1/24/13,2,96995,1,
893967,1/24/13,6,96995,1,
927560,1/25/13,1,96995,1,
928538,1/25/13,2,96995,1,
930818,1/25/13,4,96995,1,
952722,1/25/13,37,96995,1,
957628,1/25/13,44,96995,1,
962550,1/25/13,48,96995,1,
963669,1/25/13,49,96995,1,
964769,1/25/13,50,96995,1,
968430,1/26/13,2,96995,1,
974106,1/26/13,7,96995,1,
975153,1/26/13,8,96995,1,
987905,1/26/13,26,96995,1,
995926,1/26/13,38,96995,1,
1004080,1/26/13,47,96995,1,
1011427,1/27/13,2,96995,1,
1012543,1/27/13,3,96995,1,
1017033,1/27/13,7,96995,1,
1018059,1/27/13,8,96995,1,
1028557,1/27/13,24,96995,1,
833134,1/22/13,33,103501,31,
9389,1/2/13,9,103501,19,
93308,1/4/13,12,103501,19,
178791,1/6/13,16,103501,18,
135335,1/5/13,14,103501,17,
485554,1/13/13,54,103501,17,
769406,1/20/13,54,103501,17,
54555,1/3/13,14,103501,16,
132979,1/5/13,11,103501,16,
173423,1/6/13,9,103501,16,
206180,1/6/13,54,103501,16,
1025267,1/27/13,17,103501,16,
189230,1/6/13,33,103501,15,
374698,1/11/13,14,103501,15,
498911,1/14/13,15,103501,15,
552727,1/15/13,39,103501,15,
697245,1/19/13,14,103501,15,
741610,1/20/13,16,103501,15,
15531,1/2/13,17,103501,14,
164324,1/5/13,54,103501,14,
736269,1/20/13,9,103501,14,
752234,1/20/13,33,103501,14,
11087,1/2/13,11,103501,13,
12764,1/2/13,13,103501,13,
14812,1/2/13,16,103501,13,
30114,1/2/13,40,103501,13,
179540,1/6/13,17,103501,13,
259489,1/8/13,16,103501,13,
473640,1/13/13,40,103501,13,
573859,1/16/13,9,103501,13,
1024518,1/27/13,16,103501,13,
1033726,1/27/13,31,103501,13,
22333,1/2/13,28,103501,12,
25060,1/2/13,33,103501,12,
136786,1/5/13,16,103501,12,
187819,1/6/13,31,103501,12,
426432,1/12/13,33,103501,12,
457933,1/13/13,16,103501,12,
537620,1/15/13,14,103501,12,
699407,1/19/13,17,103501,12,
727056,1/19/13,54,103501,12,
782264,1/21/13,14,103501,12,
861708,1/23/13,14,103501,12,
900709,1/24/13,14,103501,12,
1010075,1/26/13,54,103501,12,
55934,1/3/13,16,103501,11,
65635,1/3/13,33,103501,11,
81743,1/3/13,54,103501,11,
95998,1/4/13,16,103501,11,
96665,1/4/13,17,103501,11,
110485,1/4/13,40,103501,11,
147247,1/5/13,33,103501,11,
177439,1/6/13,14,103501,11,
443459,1/12/13,54,103501,11,
495491,1/14/13,10,103501,11,
553605,1/15/13,40,103501,11,
564621,1/15/13,54,103501,11,
41648,1/2/13,54,103501,10,
52326,1/3/13,11,103501,10,
90825,1/4/13,9,103501,10,
121834,1/4/13,54,103501,10,
136054,1/5/13,15,103501,10,
174438,1/6/13,10,103501,10,
255975,1/8/13,11,103501,10,
268949,1/8/13,33,103501,10,
336176,1/10/13,14,103501,10,
416800,1/12/13,17,103501,10,
509244,1/14/13,33,103501,10,
778468,1/21/13,9,103501,10,
980448,1/26/13,14,103501,10,
990554,1/26/13,30,103501,10,
1033107,1/27/13,30,103501,10,
1040261,1/27/13,40,103501,10,
14097,1/2/13,15,103501,9,
55217,1/3/13,15,103501,9,
104284,1/4/13,31,103501,9,
175116,1/6/13,11,103501,9,
194395,1/6/13,40,103501,9,
219497,1/7/13,15,103501,9,
229707,1/7/13,33,103501,9,
258820,1/8/13,15,103501,9,
346745,1/10/13,33,103501,9,
372591,1/11/13,11,103501,9,
430715,1/12/13,39,103501,9,
524988,1/14/13,54,103501,9,
538274,1/15/13,15,103501,9,
709580,1/19/13,33,103501,9,
714952,1/19/13,40,103501,9,
779450,1/21/13,10,103501,9,
784330,1/21/13,17,103501,9,
798320,1/21/13,40,103501,9,
818412,1/22/13,9,103501,9,
823526,1/22/13,16,103501,9,
824238,1/22/13,17,103501,9,
833856,1/22/13,34,103501,9,
837175,1/22/13,39,103501,9,
877242,1/23/13,40,103501,9,
1020934,1/27/13,11,103501,9,
1023180,1/27/13,14,103501,9,
1035086,1/27/13,33,103501,9,
10410,1/2/13,10,103501,8,
23739,1/2/13,31,103501,8,
56642,1/3/13,17,103501,8,
64350,1/3/13,31,103501,8,
70630,1/3/13,40,103501,8,
94619,1/4/13,14,103501,8,
111937,1/4/13,43,103501,8,
134657,1/5/13,13,103501,8,
137515,1/5/13,17,103501,8,
151487,1/5/13,39,103501,8,
178101,1/6/13,15,103501,8,
215119,1/7/13,9,103501,8,
245537,1/7/13,54,103501,8,
339629,1/10/13,19,103501,8,
415373,1/12/13,15,103501,8,
431685,1/12/13,40,103501,8,
452600,1/13/13,9,103501,8,
548744,1/15/13,33,103501,8,
574816,1/16/13,10,103501,8,
579449,1/16/13,17,103501,8,
657275,1/18/13,15,103501,8,
708121,1/19/13,31,103501,8,
738011,1/20/13,11,103501,8,
740938,1/20/13,15,103501,8,
858996,1/23/13,10,103501,8,
909633,1/24/13,30,103501,8,
982640,1/26/13,17,103501,8,
996992,1/26/13,39,103501,8,
12049,1/2/13,12,103501,7,
51688,1/3/13,10,103501,7,
53231,1/3/13,12,103501,7,
69705,1/3/13,39,103501,7,
103081,1/4/13,28,103501,7,
152458,1/5/13,40,103501,7,
186313,1/6/13,28,103501,7,
216042,1/7/13,10,103501,7,
233645,1/7/13,39,103501,7,
234509,1/7/13,40,103501,7,
256871,1/8/13,12,103501,7,
284704,1/8/13,54,103501,7,
295215,1/9/13,11,103501,7,
332479,1/10/13,9,103501,7,
412321,1/12/13,11,103501,7,
413264,1/12/13,12,103501,7,
454305,1/13/13,11,103501,7,
467152,1/13/13,31,103501,7,
468551,1/13/13,33,103501,7,
499592,1/14/13,16,103501,7,
507989,1/14/13,31,103501,7,
538943,1/15/13,16,103501,7,
546818,1/15/13,30,103501,7,
580995,1/16/13,19,103501,7,
592533,1/16/13,39,103501,7,
593371,1/16/13,40,103501,7,
618496,1/17/13,16,103501,7,
693187,1/19/13,9,103501,7,
783650,1/21/13,16,103501,7,
793475,1/21/13,33,103501,7,
848975,1/22/13,54,103501,7,
863021,1/23/13,16,103501,7,
864413,1/23/13,18,103501,7,
902029,1/24/13,16,103501,7,
938535,1/25/13,12,103501,7,
981177,1/26/13,15,103501,7,
981899,1/26/13,16,103501,7,
991168,1/26/13,31,103501,7,
992580,1/26/13,33,103501,7,
993323,1/26/13,34,103501,7,
1019240,1/27/13,9,103501,7,
1020259,1/27/13,10,103501,7,
1039286,1/27/13,39,103501,7,
17215,1/2/13,19,103501,6,
29180,1/2/13,39,103501,6,
63797,1/3/13,30,103501,6,
67143,1/3/13,35,103501,6,
93989,1/4/13,13,103501,6,
95304,1/4/13,15,103501,6,
105559,1/4/13,33,103501,6,
109601,1/4/13,39,103501,6,
144429,1/5/13,28,103501,6,
298633,1/9/13,16,103501,6,
362088,1/10/13,54,103501,6,
372003,1/11/13,10,103501,6,
376650,1/11/13,17,103501,6,
385345,1/11/13,33,103501,6,
390123,1/11/13,40,103501,6,
411640,1/12/13,10,103501,6,
455933,1/13/13,13,103501,6,
456570,1/13/13,14,103501,6,
458695,1/13/13,17,103501,6,
465589,1/13/13,28,103501,6,
535490,1/15/13,11,103501,6,
549440,1/15/13,34,103501,6,
578113,1/16/13,15,103501,6,
615079,1/17/13,11,103501,6,
628118,1/17/13,33,103501,6,
658641,1/18/13,17,103501,6,
698684,1/19/13,16,103501,6,
713957,1/19/13,39,103501,6,
739641,1/20/13,13,103501,6,
757478,1/20/13,40,103501,6,
782946,1/21/13,15,103501,6,
792169,1/21/13,31,103501,6,
822187,1/22/13,14,103501,6,
824965,1/22/13,18,103501,6,
831848,1/22/13,31,103501,6,
861093,1/23/13,13,103501,6,
863707,1/23/13,17,103501,6,
870101,1/23/13,28,103501,6,
872505,1/23/13,33,103501,6,
916147,1/24/13,40,103501,6,
936178,1/25/13,9,103501,6,
939721,1/25/13,14,103501,6,
997978,1/26/13,40,103501,6,
1023839,1/27/13,15,103501,6,
1041931,1/27/13,43,103501,6,
25747,1/2/13,34,103501,5,
50700,1/3/13,9,103501,5,
57349,1/3/13,18,103501,5,
72102,1/3/13,43,103501,5,
91764,1/4/13,10,103501,5,
92391,1/4/13,11,103501,5,
98175,1/4/13,19,103501,5,
106242,1/4/13,34,103501,5,
131261,1/5/13,9,103501,5,
145326,1/5/13,30,103501,5,
145928,1/5/13,31,103501,5,
146726,1/5/13,32,103501,5,
147954,1/5/13,34,103501,5,
216665,1/7/13,11,103501,5,
227102,1/7/13,28,103501,5,
228425,1/7/13,31,103501,5,
255346,1/8/13,10,103501,5,
272815,1/8/13,39,103501,5,
275191,1/8/13,43,103501,5,
297322,1/9/13,14,103501,5,
297991,1/9/13,15,103501,5,
300801,1/9/13,19,103501,5,
312655,1/9/13,40,103501,5,
337462,1/10/13,16,103501,5,
351360,1/10/13,40,103501,5,
373436,1/11/13,12,103501,5,
375338,1/11/13,15,103501,5,
413968,1/12/13,13,103501,5,
423692,1/12/13,28,103501,5,
425078,1/12/13,31,103501,5,
427161,1/12/13,34,103501,5,
457247,1/13/13,15,103501,5,
475311,1/13/13,43,103501,5,
514004,1/14/13,40,103501,5,
536338,1/15/13,12,103501,5,
537006,1/15/13,13,103501,5,
547414,1/15/13,31,103501,5,
577484,1/16/13,14,103501,5,
585915,1/16/13,28,103501,5,
614500,1/17/13,10,103501,5,
626270,1/17/13,30,103501,5,
654544,1/18/13,11,103501,5,
656655,1/18/13,14,103501,5,
672370,1/18/13,40,103501,5,
701091,1/19/13,19,103501,5,
737295,1/20/13,10,103501,5,
740279,1/20/13,14,103501,5,
750806,1/20/13,31,103501,5,
752982,1/20/13,34,103501,5,
785908,1/21/13,19,103501,5,
822846,1/22/13,15,103501,5,
838084,1/22/13,40,103501,5,
858048,1/23/13,9,103501,5,
888453,1/23/13,54,103501,5,
898630,1/24/13,11,103501,5,
901361,1/24/13,15,103501,5,
941012,1/25/13,16,103501,5,
966931,1/25/13,54,103501,5,
979762,1/26/13,13,103501,5,
992024,1/26/13,32,103501,5,
1022565,1/27/13,13,103501,5,
1026045,1/27/13,18,103501,5,
1035818,1/27/13,34,103501,5,
1036656,1/27/13,35,103501,5,
13413,1/2/13,14,103501,4,
16280,1/2/13,18,103501,4,
63011,1/3/13,28,103501,4,
132291,1/5/13,10,103501,4,
133944,1/5/13,12,103501,4,
138276,1/5/13,18,103501,4,
176053,1/6/13,12,103501,4,
187224,1/6/13,30,103501,4,
193425,1/6/13,39,103501,4,
196039,1/6/13,43,103501,4,
218211,1/7/13,13,103501,4,
235937,1/7/13,43,103501,4,
257541,1/8/13,13,103501,4,
266353,1/8/13,28,103501,4,
269603,1/8/13,34,103501,4,
273698,1/8/13,40,103501,4,
296075,1/9/13,12,103501,4,
296724,1/9/13,13,103501,4,
299326,1/9/13,17,103501,4,
314096,1/9/13,43,103501,4,
338121,1/10/13,17,103501,4,
344980,1/10/13,30,103501,4,
371082,1/11/13,9,103501,4,
377339,1/11/13,18,103501,4,
383595,1/11/13,30,103501,4,
391571,1/11/13,43,103501,4,
453620,1/13/13,10,103501,4,
469284,1/13/13,34,103501,4,
506631,1/14/13,28,103501,4,
513125,1/14/13,39,103501,4,
533888,1/15/13,9,103501,4,
539636,1/15/13,17,103501,4,
575393,1/16/13,11,103501,4,
576898,1/16/13,13,103501,4,
578788,1/16/13,16,103501,4,
588011,1/16/13,32,103501,4,
588501,1/16/13,33,103501,4,
604763,1/16/13,54,103501,4,
628804,1/17/13,34,103501,4,
656058,1/18/13,13,103501,4,
660060,1/18/13,19,103501,4,
665751,1/18/13,30,103501,4,
666316,1/18/13,31,103501,4,
667557,1/18/13,33,103501,4,
671522,1/18/13,39,103501,4,
673829,1/18/13,43,103501,4,
683694,1/18/13,54,103501,4,
697959,1/19/13,15,103501,4,
707502,1/19/13,30,103501,4,
742385,1/20/13,17,103501,4,
743151,1/20/13,18,103501,4,
749306,1/20/13,28,103501,4,
750220,1/20/13,30,103501,4,
751657,1/20/13,32,103501,4,
753821,1/20/13,35,103501,4,
759139,1/20/13,43,103501,4,
791587,1/21/13,30,103501,4,
820029,1/22/13,11,103501,4,
820914,1/22/13,12,103501,4,
821569,1/22/13,13,103501,4,
832629,1/22/13,32,103501,4,
839500,1/22/13,43,103501,4,
876434,1/23/13,39,103501,4,
878683,1/23/13,43,103501,4,
898059,1/24/13,10,103501,4,
911453,1/24/13,33,103501,4,
940370,1/25/13,15,103501,4,
942404,1/25/13,18,103501,4,
949425,1/25/13,31,103501,4,
950680,1/25/13,33,103501,4,
951310,1/25/13,34,103501,4,
976370,1/26/13,9,103501,4,
977421,1/26/13,10,103501,4,
989707,1/26/13,28,103501,4,
994196,1/26/13,35,103501,4,
1032187,1/27/13,28,103501,4,
23150,1/2/13,30,103501,3,
31680,1/2/13,43,103501,3,
66323,1/3/13,34,103501,3,
97380,1/4/13,18,103501,3,
107054,1/4/13,35,103501,3,
176778,1/6/13,13,103501,3,
189972,1/6/13,34,103501,3,
217540,1/7/13,12,103501,3,
220863,1/7/13,17,103501,3,
221579,1/7/13,18,103501,3,
254390,1/8/13,9,103501,3,
270423,1/8/13,35,103501,3,
294598,1/9/13,10,103501,3,
300024,1/9/13,18,103501,3,
307905,1/9/13,33,103501,3,
311851,1/9/13,39,103501,3,
333403,1/10/13,10,103501,3,
333998,1/10/13,11,103501,3,
334878,1/10/13,12,103501,3,
336811,1/10/13,15,103501,3,
344269,1/10/13,28,103501,3,
375992,1/11/13,16,103501,3,
384120,1/11/13,31,103501,3,
410621,1/12/13,9,103501,3,
416080,1/12/13,16,103501,3,
418423,1/12/13,19,103501,3,
425907,1/12/13,32,103501,3,
433258,1/12/13,43,103501,3,
459459,1/13/13,18,103501,3,
466524,1/13/13,30,103501,3,
472681,1/13/13,39,103501,3,
497619,1/14/13,13,103501,3,
498239,1/14/13,14,103501,3,
507402,1/14/13,30,103501,3,
508754,1/14/13,32,103501,3,
534857,1/15/13,10,103501,3,
586710,1/16/13,30,103501,3,
589216,1/16/13,34,103501,3,
613563,1/17/13,9,103501,3,
616604,1/17/13,13,103501,3,
617181,1/17/13,14,103501,3,
619173,1/17/13,17,103501,3,
625465,1/17/13,28,103501,3,
629644,1/17/13,35,103501,3,
634341,1/17/13,43,103501,3,
668202,1/18/13,34,103501,3,
694226,1/19/13,10,103501,3,
706592,1/19/13,28,103501,3,
738950,1/20/13,12,103501,3,
781634,1/21/13,13,103501,3,
790842,1/21/13,28,103501,3,
809534,1/21/13,54,103501,3,
819386,1/22/13,10,103501,3,
831271,1/22/13,30,103501,3,
859596,1/23/13,11,103501,3,
860439,1/23/13,12,103501,3,
865153,1/23/13,19,103501,3,
897140,1/24/13,9,103501,3,
899484,1/24/13,12,103501,3,
900112,1/24/13,13,103501,3,
902730,1/24/13,17,103501,3,
917547,1/24/13,43,103501,3,
927032,1/24/13,54,103501,3,
948852,1/25/13,30,103501,3,
955551,1/25/13,40,103501,3,
956989,1/25/13,43,103501,3,
978131,1/26/13,11,103501,3,
979061,1/26/13,12,103501,3,
26568,1/2/13,35,103501,2,
53923,1/3/13,13,103501,2,
58191,1/3/13,19,103501,2,
65120,1/3/13,32,103501,2,
139181,1/5/13,19,103501,2,
148791,1/5/13,35,103501,2,
154041,1/5/13,43,103501,2,
180295,1/6/13,18,103501,2,
181215,1/6/13,19,103501,2,
190787,1/6/13,35,103501,2,
220192,1/7/13,16,103501,2,
227856,1/7/13,30,103501,2,
230386,1/7/13,34,103501,2,
231206,1/7/13,35,103501,2,
260853,1/8/13,18,103501,2,
261649,1/8/13,19,103501,2,
267138,1/8/13,30,103501,2,
267689,1/8/13,31,103501,2,
268450,1/8/13,32,103501,2,
305514,1/9/13,28,103501,2,
306205,1/9/13,30,103501,2,
306737,1/9/13,31,103501,2,
309381,1/9/13,35,103501,2,
335555,1/10/13,13,103501,2,
338803,1/10/13,18,103501,2,
348143,1/10/13,35,103501,2,
374085,1/11/13,13,103501,2,
378093,1/11/13,19,103501,2,
382924,1/11/13,28,103501,2,
386016,1/11/13,34,103501,2,
401328,1/11/13,54,103501,2,
424502,1/12/13,30,103501,2,
427993,1/12/13,35,103501,2,
455240,1/13/13,12,103501,2,
470094,1/13/13,35,103501,2,
494529,1/14/13,9,103501,2,
496953,1/14/13,12,103501,2,
500977,1/14/13,18,103501,2,
509921,1/14/13,34,103501,2,
515476,1/14/13,43,103501,2,
540353,1/15/13,18,103501,2,
548227,1/15/13,32,103501,2,
555079,1/15/13,43,103501,2,
587285,1/16/13,31,103501,2,
594871,1/16/13,43,103501,2,
615948,1/17/13,12,103501,2,
617833,1/17/13,15,103501,2,
619878,1/17/13,18,103501,2,
643901,1/17/13,54,103501,2,
653960,1/18/13,10,103501,2,
657950,1/18/13,16,103501,2,
665015,1/18/13,28,103501,2,
667053,1/18/13,32,103501,2,
669023,1/18/13,35,103501,2,
694922,1/19/13,11,103501,2,
695858,1/19/13,12,103501,2,
709008,1/19/13,32,103501,2,
710329,1/19/13,34,103501,2,
716616,1/19/13,43,103501,2,
780992,1/21/13,12,103501,2,
785081,1/21/13,18,103501,2,
792987,1/21/13,32,103501,2,
794178,1/21/13,34,103501,2,
795010,1/21/13,35,103501,2,
799821,1/21/13,43,103501,2,
825766,1/22/13,19,103501,2,
830453,1/22/13,28,103501,2,
834693,1/22/13,35,103501,2,
862357,1/23/13,15,103501,2,
870809,1/23/13,30,103501,2,
871355,1/23/13,31,103501,2,
873975,1/23/13,35,103501,2,
910953,1/24/13,32,103501,2,
915303,1/24/13,39,103501,2,
937097,1/25/13,10,103501,2,
941699,1/25/13,17,103501,2,
948153,1/25/13,28,103501,2,
984299,1/26/13,19,103501,2,
999627,1/26/13,43,103501,2,
1026980,1/27/13,19,103501,2,
24529,1/2/13,32,103501,1,
105086,1/4/13,32,103501,1,
188681,1/6/13,32,103501,1,
218835,1/7/13,14,103501,1,
222399,1/7/13,19,103501,1,
229193,1/7/13,32,103501,1,
307433,1/9/13,32,103501,1,
308564,1/9/13,34,103501,1,
345518,1/10/13,31,103501,1,
347376,1/10/13,34,103501,1,
350527,1/10/13,39,103501,1,
352725,1/10/13,43,103501,1,
389269,1/11/13,39,103501,1,
417566,1/12/13,18,103501,1,
460368,1/13/13,19,103501,1,
468001,1/13/13,32,103501,1,
496107,1/14/13,11,103501,1,
500270,1/14/13,17,103501,1,
510704,1/14/13,35,103501,1,
541177,1/15/13,19,103501,1,
546026,1/15/13,28,103501,1,
550246,1/15/13,35,103501,1,
576250,1/16/13,12,103501,1,
580163,1/16/13,18,103501,1,
626850,1/17/13,31,103501,1,
627604,1/17/13,32,103501,1,
632006,1/17/13,39,103501,1,
632867,1/17/13,40,103501,1,
659329,1/18/13,18,103501,1,
696571,1/19/13,13,103501,1,
700188,1/19/13,18,103501,1,
711182,1/19/13,35,103501,1,
756517,1/20/13,39,103501,1,
780100,1/21/13,11,103501,1,
797417,1/21/13,39,103501,1,
872081,1/23/13,32,103501,1,
903427,1/24/13,18,103501,1,
904206,1/24/13,19,103501,1,
910198,1/24/13,31,103501,1,
912121,1/24/13,34,103501,1,
939158,1/25/13,13,103501,1,
954724,1/25/13,39,103501,1,
983423,1/26/13,18,103501,1,
721068,1/19/13,47,103520,23,
154674,1/5/13,44,103520,16,
182798,1/6/13,24,103520,16,
119659,1/4/13,50,103520,15,
159669,1/5/13,48,103520,15,
763510,1/20/13,47,103520,15,
236539,1/7/13,44,103520,14,
113808,1/4/13,45,103520,13,
213995,1/7/13,8,103520,13,
364636,1/11/13,3,103520,13,
641797,1/17/13,50,103520,13,
1004081,1/26/13,47,103520,13,
8186,1/2/13,8,103520,12,
32292,1/2/13,44,103520,12,
129014,1/5/13,7,103520,12,
130059,1/5/13,8,103520,12,
208792,1/7/13,3,103520,12,
437617,1/12/13,47,103520,12,
686357,1/19/13,3,103520,12,
1042554,1/27/13,44,103520,12,
98749,1/4/13,23,103520,11,
112569,1/4/13,44,103520,11,
196658,1/6/13,44,103520,11,
201558,1/6/13,48,103520,11,
661496,1/18/13,24,103520,11,
719842,1/19/13,46,103520,11,
964770,1/25/13,50,103520,11,
1000280,1/26/13,44,103520,11,
1007782,1/26/13,50,103520,11,
124523,1/5/13,3,103520,10,
503261,1/14/13,24,103520,10,
555711,1/15/13,44,103520,10,
807374,1/21/13,50,103520,10,
921649,1/24/13,47,103520,10,
944617,1/25/13,24,103520,10,
978132,1/26/13,11,103520,10,
1046307,1/27/13,47,103520,10,
72723,1/3/13,44,103520,9,
409422,1/12/13,8,103520,9,
511190,1/14/13,37,103520,9,
519568,1/14/13,47,103520,9,
582437,1/16/13,24,103520,9,
599081,1/16/13,47,103520,9,
651855,1/18/13,8,103520,9,
722328,1/19/13,48,103520,9,
759793,1/20/13,44,103520,9,
953758,1/25/13,38,103520,9,
1047555,1/27/13,48,103520,9,
89675,1/4/13,8,103520,8,
127867,1/5/13,6,103520,8,
164325,1/5/13,54,103520,8,
166716,1/6/13,3,103520,8,
170089,1/6/13,6,103520,8,
207765,1/7/13,2,103520,8,
318255,1/9/13,47,103520,8,
322665,1/9/13,51,103520,8,
354505,1/10/13,45,103520,8,
357911,1/10/13,48,103520,8,
403986,1/12/13,3,103520,8,
435184,1/12/13,45,103520,8,
603639,1/16/13,51,103520,8,
645419,1/18/13,2,103520,8,
646492,1/18/13,3,103520,8,
679330,1/18/13,48,103520,8,
717276,1/19/13,44,103520,8,
764764,1/20/13,48,103520,8,
880521,1/23/13,45,103520,8,
958884,1/25/13,45,103520,8,
961305,1/25/13,47,103520,8,
1001565,1/26/13,45,103520,8,
1005352,1/26/13,48,103520,8,
1012544,1/27/13,3,103520,8,
49566,1/3/13,8,103520,7,
77469,1/3/13,48,103520,7,
158416,1/5/13,47,103520,7,
203911,1/6/13,50,103520,7,
223893,1/7/13,24,103520,7,
240071,1/7/13,47,103520,7,
241241,1/7/13,48,103520,7,
395782,1/11/13,47,103520,7,
630100,1/17/13,37,103520,7,
674452,1/18/13,44,103520,7,
681526,1/18/13,50,103520,7,
745651,1/20/13,24,103520,7,
772032,1/21/13,3,103520,7,
840078,1/22/13,44,103520,7,
1008947,1/26/13,51,103520,7,
58813,1/3/13,23,103520,6,
140803,1/5/13,24,103520,6,
191331,1/6/13,37,103520,6,
245538,1/7/13,54,103520,6,
246109,1/8/13,1,103520,6,
247071,1/8/13,2,103520,6,
292526,1/9/13,8,103520,6,
309831,1/9/13,37,103520,6,
332480,1/10/13,9,103520,6,
353303,1/10/13,44,103520,6,
365835,1/11/13,4,103520,6,
389270,1/11/13,39,103520,6,
392206,1/11/13,44,103520,6,
397005,1/11/13,48,103520,6,
436419,1/12/13,46,103520,6,
444801,1/13/13,2,103520,6,
480912,1/13/13,48,103520,6,
532756,1/15/13,8,103520,6,
550775,1/15/13,37,103520,6,
622072,1/17/13,24,103520,6,
638480,1/17/13,47,103520,6,
678081,1/18/13,47,103520,6,
702767,1/19/13,24,103520,6,
724727,1/19/13,50,103520,6,
846855,1/22/13,50,103520,6,
848976,1/22/13,54,103520,6,
882889,1/23/13,47,103520,6,
914391,1/24/13,38,103520,6,
935012,1/25/13,8,103520,6,
954725,1/25/13,39,103520,6,
963670,1/25/13,49,103520,6,
979062,1/26/13,12,103520,6,
985904,1/26/13,24,103520,6,
1028558,1/27/13,24,103520,6,
116199,1/4/13,47,103520,5,
125744,1/5/13,4,103520,5,
133945,1/5/13,12,103520,5,
139182,1/5/13,19,103520,5,
147248,1/5/13,33,103520,5,
155944,1/5/13,45,103520,5,
162022,1/5/13,50,103520,5,
171237,1/6/13,7,103520,5,
187225,1/6/13,30,103520,5,
211921,1/7/13,6,103520,5,
244501,1/7/13,51,103520,5,
252255,1/8/13,7,103520,5,
253269,1/8/13,8,103520,5,
